Millis,PCF8523 Year,PCF8523 Month,PCF8523 Day,PCF8523 Hour,PCF8523 Minute,PCF8523 Second,INA260 Current (mA),INA260 Voltage (mV),INA260 Power (mW),PicoTemp Temp (C),ICM20948 AccX (g),ICM20948 AccY (g),ICM20948 AccZ (g),ICM20948 GyroX (deg/s),ICM20948 GyroY (deg/s),ICM20948 GyroZ (deg/s),ICM20948 MagX (uT),ICM20948 MagY (uT),ICM20948 MagZ (uT),ICM20948 Temp (C),MTK3339 Year,MTK3339 Month,MTK3339 Day,MTK3339 Hour,MTK3339 Minute,MTK3339 Second,MTK3339 Latitude,MTK3339 Longitude,MTK3339 Speed,MTK3339 Heading,MTK3339 Altitude,MTK3339 Satellites,BMP390 Temp (C),BMP390 Pressure (Pa),BMP390 Altitude (m),TMP117 Temp (C),SHTC3 Temp (C),SHTC3 Rel Hum (%),SCD40 CO2 Conc (ppm),SCD40 Temp (C),SCD40 Rel Hum (%),ENS160 AQI,ENS160 TVOC (ppb),ENS160 eCO2 (ppm),Ozone Conc (ppb),UV Sensor UVA2 (nm),UV Sensor UVB2 (nm),UV Sensor UVC2 (nm),SCD40_O CO2 Conc_O (ppm),SCD40_O Temp_O (C),SCD40_O Rel Hum_O (%),TMP117_O Temp_O (C),SHTC3_O Temp_O (C),SHTC3_O Rel_Hum_O (%),ENS160_O AQI_O,ENS160_O TVOC_O (ppb),ENS160_O eCO2_O (ppm)
4402985,2085,11,15,1,23,31,303.75,3503.75,1060.0,-11.248798370361328,10.285490036010742,-4.759673118591309,12.24394702911377,-1.12382173538208,2.3780109882354736,8.941619873046875,-4.800000190734863,-19.950000762939453,-23.399999618530273,201.9087371826172,2025,3,29,17,38,33,32.80215072631836,-111.73094177246094,4332.0,23131244.0,22618734.0,26,-2.2662430661760276,9749.309428129995,15936.98046875,-1.765625,-1.8799999952316284,4.389999866485596,,,,,,,20,,,,,,,10.078125,9.319999694824219,0.0,3,292,795
4404468,2085,11,15,1,23,31,323.75,3405.0,1110.0,-11.716941833496094,-6.852205276489258,-13.144166946411133,9.370905876159668,-0.8284993171691895,2.001807451248169,6.403975009918213,-42.45000076293945,6.900000095367432,-24.899999618530273,201.9087371826172,,,,,,,,,,,,,-2.2662430661760276,9749.309428129995,15936.98046875,-1.765625,,,,,,,,,20,,,,,,,10.078125,,,3,281,785
